alpha,amc_name,beta,category,expense_ratio,fund_age_yr,fund_manager,fund_size_cr,log_fund_size,min_lumpsum,min_sip,rating,returns_1yr,returns_3yr,returns_5yr,risk_level,scheme_name,sd,sharpe,sortino,sub_category
0.12,Tata Mutual Fund,0.72,Solution Oriented,0.68,10,Murthy Nagarajan,1557,7.351158226430694,5000,150,3,0.5,19.3,9.4,6,Tata Retirement Savings Fund,4.71,1.12,2.23,Retirement Funds
-1.23,Tata Mutual Fund,0.99,Other,0.27,10,Sonam Udasi,174,5.1647859739235145,5000,150,4,2.4,25.1,12.8,6,Tata S&P BSE Sensex Index Fund,16.75,1.26,3.2,Index Funds
4.74,Tata Mutual Fund,2.16,Debt,0.37,10,Murthy Nagarajan,2271,7.7284157798410416,10000,150,3,4.7,6.6,5.8,2,Tata Short Term Bond Fund,1.87,0.99,1.88,Short Duration Funds
11.28,Tata Mutual Fund,0.77,Equity,0.26,4,Chandraprakash Padiyar,3300,8.101980731853192,5000,150,4,17.1,44.1,8.8,6,Tata Small Cap Fund,17.43,2.12,3.98,Small Cap Mutual Funds
3.08,Tata Mutual Fund,1.28,Debt,0.3,10,Akhil Mittal,2602,7.864419904994565,5000,150,3,5,5.6,5.2,2,Tata Treasury Advantage Fund,0.87,1.58,2.98,Low Duration Funds
2.45,Tata Mutual Fund,1.1,Debt,0.25,4,Akhil Mittal,1629,7.396335293800808,5000,150,4,5.5,5.1,8.8,2,Tata Ultra Short Term Fund,0.48,2.03,4.14,Ultra Short Duration Funds
1.44,Tata Mutual Fund,0.9,Solution Oriented,1.8,10,Amey Sathe,257,5.552959584921617,500,500,3,1.5,27.3,10.3,6,Tata Young Citizens Fund,15.49,1.46,2.85,Childrens Funds
-0.23,Taurus Mutual Fund,0.87,Equity,1.66,10,Hardik Shah,8.91,2.2935443483418965,5000,1000,4,9,21.9,11.9,6,Taurus Banking & Financial Services-Direct Growth,22.57,0.93,2.12,Sectoral / Thematic Mutual Funds
-5.29,Taurus Mutual Fund,0.93,Equity,2.19,10,Hardik Shah,74,4.31748811353631,5000,1000,3,3.6,26.4,10.9,6,Taurus Discovery (Midcap) Fund,17.41,1.27,2.28,Mid Cap Mutual Funds
0.83,Taurus Mutual Fund,0.73,Equity,1.18,10,Anuj Kapil,84,4.442651256490317,5000,1000,3,-3.5,22.3,11.4,6,Taurus Ethical Fund,13.82,1.29,2.66,Sectoral / Thematic Mutual Funds
-4.83,Taurus Mutual Fund,0.91,Equity,2.59,10,Ankit Tikmany,233,5.455321115357702,5000,1000,1,-4.1,20.2,5.4,6,Taurus Flexi Cap Fund,16.22,1.02,1.69,Flexi Cap Funds
3.64,Taurus Mutual Fund,0.56,Equity,2.02,10,Neha Raichura,5.12,1.8115620965242347,5000,1000,3,-0.7,25.3,8.9,6,Taurus Infrastructure Fund,16.22,1.32,2.68,Sectoral / Thematic Mutual Funds
-5.6,Taurus Mutual Fund,0.96,Equity,0.44,10,Ankit Tikmany,30,3.4339872044851463,5000,1000,1,-2.5,19.5,7.6,6,Taurus Largecap Equity Fund,17.24,0.94,1.64,Large Cap Mutual Funds
-0.33,Taurus Mutual Fund,0.98,Other,0.44,10,Ramneek Kundra,2.38,1.2178757094949273,5000,1000,3,1.2,25.8,12.3,6,Taurus Nifty 50 Index Fund,16.42,1.33,3.29,Index Funds
2.15,Taurus Mutual Fund,0.76,Equity,1.73,10,Ramneek Kundra,59,4.0943445622221,500,500,3,6.8,24.4,10.6,6,Taurus Tax Shield – Direct Growth,13.7,1.47,2.62,ELSS Mutual Funds
13.72,Franklin Templeton Mutual Fund,0.7,Equity,1.3,10,Anand Radhakrishnan,1350,7.208600337960199,5000,500,3,8.3,37.7,14.5,6,Templeton India Equity Income Fund,13.41,2.26,3.87,Dividend Yield Funds
10.68,Franklin Templeton Mutual Fund,0.98,Equity,0.91,10,Anand Radhakrishnan,845,6.740519359606223,5000,500,3,13.1,39.4,12.3,6,Templeton India Value Fund,18.7,1.76,3.73,Value Funds
1.82,Trust Mutual Fund,0.86,Debt,0.21,2,Anand Nevatia,345,5.846438775057724,1000,1000,2,3,18.15,8.8,3,TRUSTMF Banking & PSU Debt Fund,12.1,1.29,2.86,Banking and PSU Mutual Funds
1.82,Trust Mutual Fund,0.86,Debt,0.1,2,Anand Nevatia,205,5.327876168789581,1000,1000,2,5.6,18.15,8.8,2,TRUSTMF Liquid Fund,12.1,1.29,2.86,Liquid Mutual Funds
1.82,Trust Mutual Fund,0.86,Debt,0.23,2,Anand Nevatia,94,4.553876891600541,1000,1000,2,4.2,18.15,8.8,2,TRUSTMF Short Term Fund,12.1,1.29,2.86,Short Duration Funds
1.51,Union Mutual Fund,0.79,Hybrid,0.44,4,Vishal Thakker,72,4.290459441148391,1000,500,3,5,4.4,8.8,1,Union Arbitrage Fund,0.73,0.63,0.98,Arbitrage Mutual Funds
1.73,Union Mutual Fund,0.64,Hybrid,0.94,5,Parijat Agrawal,1679,7.426549072397305,1000,500,3,3.6,18.3,10.2,3,Union Balanced Advantage Fund,9.99,1.36,4.24,Dynamic Asset Allocation or Balanced Advantage
1.1,Union Mutual Fund,0.85,Debt,0.45,5,Parijat Agrawal,390,5.968707559985366,1000,1000,2,3.1,6.2,8.8,2,Union Corporate Bond Fund,2.21,0.6,1.07,Corporate Bond Mutual Funds
-0.29,Union Mutual Fund,1.41,Debt,1.29,10,Parijat Agrawal,92,4.532599493153256,1000,1000,1,2.6,4.7,6,3,Union Dynamic Bond Fund,2.89,0.04,0.05,Dynamic Bond
0.32,Union Mutual Fund,0.91,Hybrid,1.47,5,Sanjay Bembalkar,133,4.897839799950911,1000,500,2,2,10.8,8.8,3,Union Equity Savings Fund,5.85,1.17,3,Equity Savings Mutual Funds
1.28,Union Mutual Fund,0.92,Equity,1.06,10,Sanjay Bembalkar,1337,7.198931240688173,1000,500,4,0.6,27.7,12.9,6,Union Flexi Cap Fund,16.05,1.43,3.37,Flexi Cap Funds
1.82,Union Mutual Fund,0.85,Equity,1.57,4,Hardick Bora,317,5.762051382780177,1000,500,4,-0.1,26.2,8.8,6,Union Focused Fund,15.14,1.44,3.33,Focused Funds
2.26,Union Mutual Fund,0.93,Equity,1.2,3,Sanjay Bembalkar,396,5.983936280687191,1000,500,3,0.7,27.6,8.8,6,Union Large & Midcap Fund,16.6,1.42,2.94,Large & Mid Cap Funds
-1.55,Union Mutual Fund,0.97,Equity,1.8,6,Hardick Bora,230,5.442417710521793,1000,1000,2,0.1,24.3,9.9,6,Union Largecap Fund,16.41,1.24,3.13,Large Cap Mutual Funds
1.4,Union Mutual Fund,0.76,Debt,0.07,10,Devesh Thacker,1688,7.4318919168078,5000,2000,4,5.7,4.4,4.6,2,Union Liquid Fund,0.38,1,5.48,Liquid Mutual Funds
2.09,Union Mutual Fund,0.92,Equity,1.62,10,Sanjay Bembalkar,573,6.352629396319567,500,500,4,2.3,28.5,12.8,6,Union Long Term Equity Fund,15.89,1.49,3.97,ELSS Mutual Funds
1.82,Union Mutual Fund,0.86,Debt,0.64,3,Parijat Agrawal,170,5.14166355650266,1000,500,2,2.3,18.15,8.8,3,Union Medium Duration Fund,12.1,1.29,2.86,Medium Duration Funds
1.82,Union Mutual Fund,0.86,Debt,0.24,2,Parijat Agrawal,144,4.976733742420574,5000,2000,3,5.4,18.15,8.8,2,Union Money Market Fund,12.1,1.29,2.86,Money Market Funds
0.55,Union Mutual Fund,0.42,Debt,0.08,4,Devesh Thacker,158,5.0689042022202315,5000,2000,3,5.4,3.9,8.8,1,Union Overnight Fund,0.35,-0.04,-0.18,Overnight Mutual Funds
5.81,Union Mutual Fund,0.75,Equity,1.35,9,Hardick Bora,710,6.566672429803241,1000,500,3,-0.1,37.1,12.8,6,Union Small Cap Fund,17.48,1.77,3.63,Small Cap Mutual Funds
2.11,Union Mutual Fund,0.99,Equity,1.59,4,Sanjay Bembalkar,144,4.976733742420574,1000,500,3,2.9,29.7,8.8,6,Union Value Discovery Fund,17.21,1.43,4.01,Value Funds
1.42,UTI Mutual Fund,0.5,Hybrid,0.34,10,Rajeev Gupta,3532,8.169902647359145,5000,500,3,5.4,4.7,5.5,1,UTI-Arbitrage Fund,0.68,1.11,1.45,Arbitrage Mutual Funds
1.2,UTI Mutual Fund,-1.51,Debt,0.24,9,Anurag Mittal,524,6.263398262591624,500,500,1,11,7.9,5.6,3,UTI-Banking & PSU Debt Fund,3.44,0.94,3.32,Banking and PSU Mutual Funds
1.05,UTI Mutual Fund,0.94,Equity,1.39,10,Amit Premchandani,824,6.715383386334681,5000,500,1,8.2,24.4,6.7,6,UTI-Banking and Financial Services Fund,24.46,0.98,2.17,Sectoral / Thematic Mutual Funds
5.68,UTI Mutual Fund,0.72,Debt,1.29,10,Amandeep Chopra,285,5.655991810819852,500,500,5,12,10.4,4.4,3,UTI-Bond Fund,6.12,0.96,3.55,Medium to Long Duration Funds
-0.7,UTI Mutual Fund,0.94,Solution Oriented,1.52,10,Vetri Subramaniam,685,6.530877627725885,1000,500,3,-3.3,24.1,10.1,6,UTI-CCF Investment Plan – Direct Growth,16.2,0.95,3,Childrens Funds
4.97,UTI Mutual Fund,0.96,Equity,1.68,10,V Srivatsa,1506,7.317876198626496,5000,500,2,4.1,30.7,10.2,6,UTI-Core Equity Fund,17.02,1.58,3.56,Large & Mid Cap Funds
1.63,UTI Mutual Fund,0.74,Debt,0.23,5,Anurag Mittal,3092,8.03689677268507,500,500,3,4.2,6.5,8.8,2,UTI-Corporate Bond Fund,2.06,0.89,1.7,Corporate Bond Mutual Funds
0.94,UTI Mutual Fund,-2.54,Debt,0.81,10,Ritesh Nambiar,438,6.0844994130751715,500,500,4,5,8.3,-0.9,4,UTI-Credit Risk Fund,10.47,0.41,0.68,Credit Risk Funds
1.9,UTI Mutual Fund,0.82,Equity,1.45,10,Swati Kulkarni,2786,7.932721027481948,5000,500,3,-1.5,26.8,11.3,6,UTI-Dividend Yield Fund,14.96,1.41,2.93,Dividend Yield Funds
6.35,UTI Mutual Fund,0.56,Debt,0.81,10,Sudhir Agrawal,469,6.152732694704104,500,500,3,12.5,11,6.3,3,UTI-Dynamic Bond Fund,6.76,0.96,4.4,Dynamic Bond
3.98,UTI Mutual Fund,0.91,Hybrid,0.68,5,V Srivatsa,257,5.552959584921617,5000,0,4,6.1,14.7,8.8,3,UTI-Equity Savings Fund,5.99,1.75,4.06,Equity Savings Mutual Funds
-2.88,UTI Mutual Fund,0.97,Equity,0.9,10,Ajay Tyagi,23944,10.08351481277671,5000,500,4,-9,22.5,12.2,6,UTI-Flexi Cap Fund,17.47,1.14,2.36,Flexi Cap Funds
3.41,UTI Mutual Fund,1.41,Debt,0.35,4,Sudhir Agrawal,1637,7.401231264413015,500,500,3,5.1,5.9,8.8,2,UTI-Floater Fund,1.05,1.45,3.07,Floater Mutual Funds
0.47,UTI Mutual Fund,0.55,Debt,0.67,10,Sudhir Agrawal,517,6.249975242259483,500,500,3,5,5,7.3,3,UTI-Gilt Fund,2.8,0.38,0.55,Gilt Mutual Funds
1.12,UTI Mutual Fund,0.94,Equity,1.47,10,V Srivatsa,655,6.486160788944089,5000,500,3,-9,22,12,6,UTI-Healthcare Fund,20.55,0.91,1.99,Sectoral / Thematic Mutual Funds
5.77,UTI Mutual Fund,0.84,Hybrid,1.34,10,V Srivatsa,4286,8.363342466597977,1000,500,3,5.3,25.8,9.8,6,UTI-Hybrid Equity Fund,12.55,1.69,3.63,Aggressive Hybrid Mutual Funds
-1.44,UTI Mutual Fund,0.71,Equity,1.8,10,Vishal Chopda,436,6.07993319509559,5000,500,1,-0.5,18,8.4,6,UTI-India Consumer Fund,13.74,1.09,2.29,Sectoral / Thematic Mutual Funds
3.52,UTI Mutual Fund,0.67,Equity,1.92,10,Sachin Trivedi,1445,7.27655640271871,5000,500,2,12.9,28,9.4,6,UTI-Infrastructure Fund,17.99,1.38,2.9,Sectoral / Thematic Mutual Funds
1.41,UTI Mutual Fund,0.77,Debt,0.14,10,Amandeep Chopra,31463,10.356599314111646,500,0,4,5.7,4.4,5.3,2,UTI-Liquid – Cash Plan – Direct Growth,0.38,0.98,4.83,Liquid Mutual Funds
-0.52,UTI Mutual Fund,0.92,Equity,0.95,10,Vetri Subramaniam,2797,7.936660155225426,500,500,3,-2.9,24.5,10.9,6,UTI-Long Term Equity Fund,16.16,1.31,2.98,ELSS Mutual Funds
-0.57,UTI Mutual Fund,0.93,Equity,0.97,10,Karthikraj Lakshmanan,10312,9.24116051431607,100,500,4,-2,24.2,11.5,6,UTI-Mastershare – Direct Growth,15.87,1.29,3.28,Large Cap Mutual Funds
0.85,UTI Mutual Fund,0.8,Debt,1,8,Sunil Patil,54,4.007333185232471,500,500,2,3.7,5.4,4.6,3,UTI-Medium Term Fund,3.04,0.35,0.47,Medium Duration Funds
1.03,UTI Mutual Fund,0.89,Equity,0.99,10,Ankit Agarwal,7077,8.864746660905409,5000,500,3,0.4,31.1,11.4,6,UTI-Mid Cap Fund,16.43,1.65,3.49,Mid Cap Mutual Funds
-0.64,UTI Mutual Fund,0.62,Equity,1.24,10,Swati Kulkarni,2366,7.769378609513984,5000,500,3,3.3,18.1,7.9,6,UTI-MNC Fund,12.33,1.14,2.91,Sectoral / Thematic Mutual Funds
2.75,UTI Mutual Fund,1.18,Debt,0.2,10,Amit Sharma,7897,8.974364841846596,500,500,4,5.6,5.3,6.2,3,UTI-Money Market Fund,0.59,1.98,5.01,Money Market Funds
1.01,UTI Mutual Fund,0.64,Hybrid,1.04,10,Sharwan Kumar Goyal,860,6.7580945044277305,5000,500,2,4.9,16.5,7.5,6,UTI-Multi Asset Fund,9.98,1.28,2.87,Multi Asset Allocation Mutual Funds
-0.6,UTI Mutual Fund,1,Other,0.2,10,Sharwan Kumar Goyal,9475,9.156517565278676,5000,500,3,0.9,26.2,12,6,UTI-Nifty 50 Index Fund,16.8,1.31,3.49,Index Funds
-4.62,UTI Mutual Fund,0.99,Other,0.33,5,Sharwan Kumar Goyal,1926,7.563719668414366,5000,0,2,-6.4,22.2,8.8,6,UTI-Nifty Next 50 Index Fund,18.16,0.97,1.71,Index Funds
0.6,UTI Mutual Fund,0.44,Debt,0.07,10,Amit Sharma,5600,8.630700432209832,500,500,3,5.4,3.9,4.6,1,UTI-Overnight Fund,0.34,0.02,0.12,Overnight Mutual Funds
3.42,UTI Mutual Fund,0.73,Hybrid,1.2,10,Amandeep Chopra,1544,7.3427791893318455,5000,500,3,3.7,13.5,7.2,4,UTI-Regular Savings Fund,5.1,1.7,4.07,Conservative Hybrid Mutual Funds
4.37,UTI Mutual Fund,0.45,Solution Oriented,1.05,10,Sunil Patil,3687,8.212839584676484,500,500,3,5.2,17.2,7.5,5,UTI-Retirement Benefit Pension Plan – Direct,6.72,1.88,3.59,Retirement Funds
4.95,UTI Mutual Fund,0.82,Debt,0.33,10,Sudhir Agrawal,2269,7.727535110475448,500,500,5,5,8.5,5.4,3,UTI-Short Term Income Fund,2.91,1.33,4.4,Short Duration Funds
10.26,UTI Mutual Fund,0.83,Equity,1.03,10,Sachin Trivedi,1908,7.554334823725748,5000,500,3,14.1,32.9,5.1,6,UTI-Transportation & Logistics Fund,18.98,1.57,3.56,Sectoral / Thematic Mutual Funds
3.18,UTI Mutual Fund,0.14,Debt,0.33,10,Anurag Mittal,2565,7.850103545175582,500,500,5,5.2,7.3,4.8,2,UTI-Treasury Advantage Fund,2.63,1.14,6.28,Low Duration Funds
2.62,UTI Mutual Fund,0.49,Debt,0.44,10,Ritesh Nambiar,2130,7.664346632098617,500,500,5,5.4,6.1,5.7,3,UTI-Ultra Short Term Fund,1.51,1.3,7.6,Ultra Short Duration Funds
0.92,UTI Mutual Fund,0.44,Hybrid,0.96,10,Amandeep Chopra,5068,8.53089883847235,15000,500,3,-0.7,13.1,6.2,4,UTI-Unit Linked Insurance Plan – Direct,7.06,1.29,2.47,Dynamic Asset Allocation or Balanced Advantage
2.73,UTI Mutual Fund,0.9,Equity,1.16,10,Vetri Subramaniam,6740,8.815963560853438,5000,500,4,1.7,27.2,12.2,6,UTI-Value Opportunities Fund,15.62,1.48,3.21,Value Funds
0.93,WhiteOak Capital Mutual Fund,0.72,Debt,0.26,4,Piyush Baranwal,197,5.288267030694535,500,500,1,5.3,3.8,8.8,1,WhiteOak Capital Liquid Fund,0.39,-0.07,-0.42,Liquid Mutual Funds
0.93,WhiteOak Capital Mutual Fund,0.72,Debt,0.22,4,Piyush Baranwal,14,2.70805020110221,500,500,1,1.7,32.4,13.3,1,WhiteOak Capital Overnight Fund,0.39,-0.07,-0.42,Overnight Mutual Funds
1.2,WhiteOak Capital Mutual Fund,0.47,Debt,0.33,4,Piyush Baranwal,141,4.955827057601261,500,500,2,5.3,4.5,8.8,1,WhiteOak Capital Ultra Short Term Fund,0.72,0.8,2.81,Ultra Short Duration Funds
